razao_social_osc,nome_fantasia_osc,natureza_juridica,ano_inicio,classe_atividade_economica,subclasse_atividade_economica,bairro,area_atuacao,subarea_atuacao
ORGANIZACAO NAO GOVERNAMENTAL REMO E MEIO AMBIENTE RESPONSAVEL,ONG REMAR,Associação Privada,2010,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,cultura e recreação,esporte e recreação
ASSOCIACAO ESPIRITA SIMBOLO BRANCO DA PAZ,ASSOCIACAO SIMBOLO BRANCO DA PAZ,Organização Religiosa,1975,NÃO INFORMADO,NÃO INFORMADO,embare,religião,religião
IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO FAZENDO MISSOES EM CASCAVEL PARANA,NÃO INFORMADO,Associação Privada,2011,NÃO INFORMADO,NÃO INFORMADO,jardim piratininga,religião,religião
ABQ - ASSOCIACAO BRASIL QUE QUEREMOS,ABQ - ASSOCIACAO BRASIL QUE QUEREMOS,Associação Privada,2011,NÃO INFORMADO,NÃO INFORMADO,gonzaga,desenvolvimento e defesa de direitos,outros
IGREJA EVANGELICA CASA DE ORACAO A DEUS,IGREJA EVANGELICA CASA DE ORACAO A DEUS,Organização Religiosa,2011,NÃO INFORMADO,NÃO INFORMADO,paqueta,religião,religião
ASSOCIACAO EDUARDO FURKINI,ASSOCIACAO EDUARDO FURKINI,Associação Privada,2011,NÃO INFORMADO,NÃO INFORMADO,vila belmiro,cultura e recreação,cultura e arte
ASSOCIACAO DOS MORADORES CAMINHO DAS FLORES,ASSOCIACAO DOS MORADORES CAMINHO DAS FLORES,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,jardim castelo,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO BIOBRAZIL,INSTITUTO BIOBRAZIL,Associação Privada,2012,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DE PROMOCAO E ASSISTENCIA SOCIAL ESTRELA DO MAR,RESTAURANTE POPULAR BOM PRATO - UNIDADE I / SANTOS,Associação Privada,2012,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,vila nova,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS MORADORES DO CONJUNTO VILA PELE II - A.M.C.V.P. II,ASSOCIACAO DOS MORADORES DO CONJUNTO VILA PELE II,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,radio clube,desenvolvimento e defesa de direitos,outros
ASSOCIACAO CULTURAL JOSE MARTI DA BAIXADA SANTISTA,ASSOCIACAO CULTURAL JOSE MARTI,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,gonzaga,cultura e recreação,cultura e arte
LIGA NACIONAL DE CICLISMO,NÃO INFORMADO,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,cultura e recreação,esporte e recreação
COMUNIDADE EVANGELICA PAO VIVO,COMUNIDADE EVAGELICA PAO VIVO,Organização Religiosa,2013,NÃO INFORMADO,NÃO INFORMADO,santa maria,religião,religião
CENTRO CULTURAL BRASIL ESTADOS UNIDOS,CCBEU,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,educação e pesquisa,outras formas de educação/ensino
ASSOCIACAO DE APOIO DESPORTIVO TODO MENINO E UM REI,AADTMR,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,gonzaga,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO POR MORADIA POPULAR NOS MORROS DE SANTOS,A.M.P.M.S,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,morro nova cintra,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DOS FISCAIS DE POSTURAS MUNICIPAIS DE SANTOS,AFIPS,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,embare,"associações patronais, profissionais e de produtores rurais",associações profissionais
"ASSOCIACAO DE INFORMACAO, PROTECAO E DEFESA DO CONTRIBUINTE - PROCONTRI",PROCONTRI,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,vila nova,desenvolvimento e defesa de direitos,outros
COMISSAO ATLETICA PAULISTA DE MMA,CAPMMA,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,vila mathias,educação e pesquisa,outras formas de educação/ensino
NUCLEO DE ASSISTENCIA SOCIAL E EDUCACIONAL PAO VIVO,NUCLEO EDUCACIONAL PAO VIVO,Associação Privada,2014,NÃO INFORMADO,NÃO INFORMADO,santa maria,educação e pesquisa,educação infantil
ASSOCIACAO MORADIA LAR DOCE LAR,NÃO INFORMADO,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,castelo,desenvolvimento e defesa de direitos,outros
CENTRO DE PESQUISA E DE AVALIACAO PARA PREVENCAO E INTERVENCAO NAS DIFICULDADES DE APRENDIZAGEM - CEPAPI,NÃO INFORMADO,Associação Privada,2014,NÃO INFORMADO,NÃO INFORMADO,boqueirao,educação e pesquisa,estudos e pesquisas
ASSOCIACAO AMBIENTAL CULTURAL E ESPORTIVA RITIMO PERFEITO,ASSOCIACAO RITIMO PERFEITO,Associação Privada,2014,NÃO INFORMADO,NÃO INFORMADO,areia branca,cultura e recreação,cultura e arte
IPM - INICIATIVA PRO MAR,NÃO INFORMADO,Associação Privada,2014,NÃO INFORMADO,NÃO INFORMADO,aparecida,saúde,outros serviços de saúde
INSTITUTO DE ASSISTENCIA SOCIAL DE SANTOS,MED PREV/SANTOS,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,centro,desenvolvimento e defesa de direitos,outros
IGREJA MUNDIAL DO PODER DE DEUS,NÃO INFORMADO,Organização Religiosa,2015,NÃO INFORMADO,NÃO INFORMADO,vila mathias,religião,religião
GREMIO RECREATIVO A GRANDE FAMILIA,NÃO INFORMADO,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,vila nova,cultura e recreação,esporte e recreação
PROJETO SOCIAL ESPORTIVO BRASIL FUTURO,NÃO INFORMADO,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,aparecida,outras atividades associativas,associações de atividades não especificadas anteriormente
FUNDACAO SAO FRANCISCO XAVIER,UNIDADE AVANCADA SANTOS,Fundação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,boqueirao,saúde,hospitais
ASSOCIACAO NACAO SANTISTA,NÃO INFORMADO,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,centro,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSEMBLEIA DE DEUS AVIVAMENTO PARA ESTA GERACAO,ASSEMBLEIA DE DEUS AVIVAMENTO PARA ESTA GERACAO,Organização Religiosa,2015,NÃO INFORMADO,NÃO INFORMADO,santa maria,religião,religião
VIDAS RECICLADAS,VIR,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,morro sao bento,outras atividades associativas,associações de atividades não especificadas anteriormente
INSTITUTO DE APOIO E DESENVOLVIMENTO AO ESPORTE E CULTURA - IADEC,IADEC,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,esporte e recreação
IGREJA PENTECOSTAL MISSOES EM FAMILIA,IGREJA PENTECOSTAL MISSOES EM FAMILIA,Organização Religiosa,2015,NÃO INFORMADO,NÃO INFORMADO,macuco,religião,religião
ASSOCIACAO ESPIRITUALISTA AGNALDO DE ALMEIDA SILVARES,TENDA DE UMBANDA CACIQUE TUPICANAA E MESTRE ZE PELINTRA,Organização Religiosa,2015,NÃO INFORMADO,NÃO INFORMADO,campo grande,religião,religião
ASSOCIACAO DOS PAIS E AMIGOS DA GINASTICA DE SANTOS,NÃO INFORMADO,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,aparecida,outras atividades associativas,associações de atividades não especificadas anteriormente
SERVICO DE INFORMACAO AL-ANON DA BAIXADA SANTISTA,SERVICO DE INFORMACAO AL-ANON DA BAIXADA SANTISTA,Associação Privada,1994,NÃO INFORMADO,NÃO INFORMADO,centro,desenvolvimento e defesa de direitos,outros
ASS TRAB APOS SID METAL DE SANTOS S VICENTE CUBATAO GUARUJA PRAIA GRANDE LIT PAULISTA E DEMAIS REG DO BRASIL - ATMAS,ATMAS,Associação Privada,1983,NÃO INFORMADO,NÃO INFORMADO,vila belmiro,desenvolvimento e defesa de direitos,outros
COOPERTEL ASSOCIACAO BRASILEIRA COOP DE TELEFONIA,COOPERTEL ASSOCIACAO BRASILEIRA DE TELEFONIA,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,vl matias,cultura e recreação,esporte e recreação
MOTO CLUBE LOUCOS DO ASFALTO,NÃO INFORMADO,Associação Privada,1998,NÃO INFORMADO,NÃO INFORMADO,campo grande,outras atividades associativas,associações de atividades não especificadas anteriormente
COOPERCON. ASSOCIACAO C. DE CONDOMINOS DA R.M. DA BAIXADA SANTISTA,COOPERCON ASSOCIACAO,Associação Privada,1999,NÃO INFORMADO,NÃO INFORMADO,gonzaga,desenvolvimento e defesa de direitos,outros
MINISTERIO EVANGELICO PALAVRA DE VIDA,MINISTERIO EVANGELICO PALAVRA DE VIDA,Organização Religiosa,2015,NÃO INFORMADO,NÃO INFORMADO,encruzilhada,religião,religião
ASSOCIACAO HABITACIONAL SAO JORGE,NÃO INFORMADO,Associação Privada,1999,NÃO INFORMADO,NÃO INFORMADO,marape,desenvolvimento e defesa de direitos,outros
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA TRIADE DE SANTOS NR. 231,NÃO INFORMADO,Associação Privada,2000,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila nova,religião,religião
ASSOCIACAO HEIAN ESPORTE E CULTURA,ASSOCIACAO HEIAN,Associação Privada,2018,NÃO INFORMADO,NÃO INFORMADO,gonzaga,desenvolvimento e defesa de direitos,outros
INSTITUTO VIVA BICHO,VIVA BICHO,Associação Privada,2000,NÃO INFORMADO,NÃO INFORMADO,macuco,desenvolvimento e defesa de direitos,outros
CENTRO ESPIRITA E DE CARIDADE DR LUIZ MONTEIRO DE BARROS,REPUBLICA DE IDOSOS DR ROBERTO BROLIO,Associação Privada,2018,NÃO INFORMADO,NÃO INFORMADO,saboo,religião,religião
EMPRESA JUNIOR / UNISANTA,NÃO INFORMADO,Associação Privada,2000,NÃO INFORMADO,NÃO INFORMADO,boqueirao,desenvolvimento e defesa de direitos,outros
IGREJA EVANGELICA VERBO DA VIDA SANTOS - EMBARE,CENTRO DE TREINAMENTO BIBLICO RHEMA BRASIL - CTBRB,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,embare,religião,religião
INSTITUTO NEO MAMA DE PREVENCAO E COMBATE AO CANCER DE MAMA,NÃO INFORMADO,Fundação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,assistência social,assistência social
EMPRESA JUNIOR DE MARKETING - UNIMES,NÃO INFORMADO,Associação Privada,2003,NÃO INFORMADO,NÃO INFORMADO,vila nova,desenvolvimento e defesa de direitos,outros
AMIGOS SOLIDARIOS - INSTITUTO NACIONAL CONTRA A POBREZA - OSCIP,AMIGOS SOLIDARIOS - INSTITUTO NACIONAL CONTRA A POBREZA,Associação Privada,2018,NÃO INFORMADO,NÃO INFORMADO,jose menino,desenvolvimento e defesa de direitos,outros
APEMBS - ASSOCIACAO DOS PORTADORES DE ESCLEROSE MULTIPLA DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,2004,NÃO INFORMADO,NÃO INFORMADO,campo grande,desenvolvimento e defesa de direitos,outros
ASSOCIACAO GRUPO ROSMANINHO,NÃO INFORMADO,Associação Privada,2007,NÃO INFORMADO,NÃO INFORMADO,vila matias,outras atividades associativas,associações de atividades não especificadas anteriormente
VIDAS RECICLADAS,VIR,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,outras atividades associativas; saúde,associações de atividades não especificadas anteriormente
LIGA DAS ENTIDADES IRMAS - L.E.I.,NÃO INFORMADO,Associação Privada,2007,NÃO INFORMADO,NÃO INFORMADO,vila belmiro,outras atividades associativas,associações de atividades não especificadas anteriormente
CENTRO BUDISTA MANDALA DE GUYASAMAJA,CENTRO BUDISTA MANDALA DE GUYASAMAJA,Associação Privada,2007,NÃO INFORMADO,NÃO INFORMADO,gonzaga,religião,religião
ASSOCIACAO DE ENSINO NOVO TEMPO,REDE ENSINO NOVO TEMPO,Associação Privada,2010,NÃO INFORMADO,NÃO INFORMADO,centro,educação e pesquisa,educação infantil
"INESC P&D BRASIL - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES, PESQUISA E DESENVOLVIMENTO DO BRASIL",INESC P&D BRASIL - INSTITUTO DE ENGENHARIA DE SISTEMAS,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,gonzaga,outras atividades associativas,associações de atividades não especificadas anteriormente
FILHAS DA POBREZA DO SANTISSIMO SACRAMENTO,TOCA DE ASSIS IRMAS,Organização Religiosa,2018,NÃO INFORMADO,NÃO INFORMADO,vila mathias,religião,religião
ASSEMBLEIA DE DEUS PALAVRA DE AVIVAMENTO,ASSEMBLEIA DE DEUS PALAVRA DE AVIVAMENTO,Organização Religiosa,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,religião,religião
FUNDACAO SAO FRANCISCO XAVIER,USIFAMILIA,Fundação Privada,2018,NÃO INFORMADO,NÃO INFORMADO,campo grande,saúde,outros serviços de saúde
ASSOCIACAO PAULISTA DOS TRANSPORTADORES AUTONOMOS,APTA SANTOS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,paqueta,"associações patronais, profissionais e de produtores rurais",associações empresariais e patronais
ASSOCIACAO PEDAGOGICA WALDORF SANTOS,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,cultura e arte
VICTORIA REGIA ONG,VICTORIA REGIA ONG,Associação Privada,2001,NÃO INFORMADO,NÃO INFORMADO,aparecida,saúde,outros serviços de saúde
INSTITUTO PROCOMUM,NÃO INFORMADO,Associação Privada,2018,NÃO INFORMADO,NÃO INFORMADO,vila nova,desenvolvimento e defesa de direitos,outros
CENTRO INTERDISCIPLINAR DE EDUCACAO ESPECIAL SIMONE C HORCEL,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,marape,educação e pesquisa,ensino fundamental
ASSOCIACAO BENEFICENTE CFS,CAPITULO E COLEGIO ALUMNI FRATERNIDADE DE SANTOS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
EMEENE DE SANTOS,CRECHE MUNDO NOVO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,radio clube,educação e pesquisa,educação infantil
AISA FOUNDATION ONG,AISA FOUNDATION,Associação Privada,2001,NÃO INFORMADO,NÃO INFORMADO,gonzaga,desenvolvimento e defesa de direitos,outros
INSTITUTO 3POINTS,INSTITUTO 3POINTS,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,boqueirao,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DOS AMIGOS DA VILA CESAR,ASSOCIACAO DOS AMIGOS DA VILA CESAR,Associação Privada,2009,NÃO INFORMADO,NÃO INFORMADO,vila progresso,outras atividades associativas,associações de atividades não especificadas anteriormente
INSTITUTO NACIONAL DOS NEGOCIOS DE TRANSPORTES - INNT,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,macuco,desenvolvimento e defesa de direitos,outros
CASA DE ORACAO A.L.I. MERCURIO,NÃO INFORMADO,Organização Religiosa,2014,NÃO INFORMADO,NÃO INFORMADO,santa maria,religião,religião
MINISTERIO PROFETICO GIDEOES,MINISTERIO PROFETICO GIDEOES,Organização Religiosa,2017,NÃO INFORMADO,NÃO INFORMADO,radio clube,religião,religião
ASSOCIACAO CULTURAL SETE CAMINHOS,SETE CAMINHOS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,centro,educação e pesquisa,outras formas de educação/ensino
GREMIO RECREATIVO ZELITO'S,GREMIO RECREATIVO ZELITO'S,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,esporte e recreação
ASSOCIACAO RENOVACAO CARISMATICA CATOLICA DA DIOCESE DE SANTOS,RCC SANTOS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,areia branca,outras atividades associativas,associações de atividades não especificadas anteriormente
TCHAU DODOI,TCHAU DODOI,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,embare,saúde,outros serviços de saúde
ASSOCIACAO FILANTROPICA ROAD CLAN,NÃO INFORMADO,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,boqueirao,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO RECREATIVA DE JOGOS DE BARALHOS DOS AMIGOS,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,gonzaga,cultura e recreação,esporte e recreação
ASSOCIACAO VIDA AS NACOES,ASSOCIACAO VIDA AS NACOES,Organização Religiosa,2015,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,religião,religião
ASSOCIACAO BRASILEIRA DOS ATLETAS DE POLO AQUATICO,ABAPA,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,centro,"associações patronais, profissionais e de produtores rurais",associações profissionais
ASSOCIACAO INSTITUTO VIA GREEN,INSTITUTO VIA GREEN,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,centro,desenvolvimento e defesa de direitos,outros
SOCIEDADE BRASILEIRA DE DERMATOLOGIA - II DISTRITO - BAIXADA SANTISTA,II DISTRITO - BAIXADA SANTISTA,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,gonzaga,desenvolvimento e defesa de direitos,outros
CRECHE ANJOS DO AMANHA E EDUCACAO INFANTIL,CRECHE ANJOS DO AMANHA E EDUCACAO INFANTIL,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,morro nova cintra,educação e pesquisa,educação infantil
ASSOCIACAO HABITACIONAL DIGNIDADE,NÃO INFORMADO,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,centro,outras atividades associativas,associações de atividades não especificadas anteriormente
MISSAO APOSTOLICA DA GRACA DE DEUS EM SANTOS,NÃO INFORMADO,Organização Religiosa,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,religião,religião
"GREMIO SOCIAL, ESPORTIVO E CULTURAL RONIMOTORS","GREMIO SOCIAL, ESPORTIVO E CULTURAL RONIMOTORS",Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,vila mathias,cultura e recreação; desenvolvimento e defesa de direitos,outros
INSTITUTO AMIGOS DO PACHECO,IAP,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,morro pacheco,desenvolvimento e defesa de direitos,outros
NUCLEO DE UMBANDA SAGRADA 7 MENSAGEIROS DA LUZ DIVINA,NUCLEO DE UMBANDA SAGRADA 7 MENSAGEIROS DA LUZ DIVINA,Organização Religiosa,2017,NÃO INFORMADO,NÃO INFORMADO,gonzaga,religião,religião
ASSOCIACAO DE DESENVOLVIMENTOS DO ESPORTE E CULTURA DE SANTOS,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DOS ARTESOES DE CARUARA - CARUARTES,CARUARTES,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,caruara,cultura e recreação,cultura e arte
GREMIO RECREATIVO E ESPORTIVO BLOCO CARNAVALESCO BARRACA DO SAMBA,BARRACA DO SAMBA,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,castelo,cultura e recreação,esporte e recreação
AUGUSTA E RESPEITAVEL LOJA SIMBOLICA CASTRO ALVES,A R L S CASTRO ALVES,Organização Religiosa,2016,NÃO INFORMADO,NÃO INFORMADO,estuario,religião,religião
LIGA DESPORTIVA MV BAIXADA SANTISTA,LIGA MV,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,caneleira,cultura e recreação,esporte e recreação
INSTITUTO WEPROTECT,WEPROTECT,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO TODOS TEMOS DIREITOS,ASSOCIACAO TODOS TEMOS DIREITOS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DE DESPORTOS AQUATICOS DA BAIXADA SANTISTA,ADABS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,boqueirao,cultura e recreação,esporte e recreação
ONG AMIGOS DO TOBIAS,AMIGOS DO TOBIAS,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,embare,outras atividades associativas,associações de atividades não especificadas anteriormente
INSTITUTO SANDERLEI PARRELA,ISP,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,gonzaga,cultura e recreação; desenvolvimento e defesa de direitos,outros
AMEIC - ASSOCIACAO DE MAES ESPECIAIS ITINERANTE CRISTA,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,aparecida,religião,religião
COMUNIDADE EVANGELICA ECCLESIA,ECCLESIA,Organização Religiosa,2017,NÃO INFORMADO,NÃO INFORMADO,radio clube,religião,religião
CAPITULO DO SANTO REAL ARCO XV DE NOVEMBRO N 16,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,vila mathias,desenvolvimento e defesa de direitos,outros
ASSOCIACAO FAMILIA 1912,ASSOCIACAO FAMILIA 1912,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,areia branca,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO EDUCANDO COM ARTE,PROJETO EDUCANDO COM ARTE,Associação Privada,2010,NÃO INFORMADO,NÃO INFORMADO,boqueirao,educação e pesquisa,outras formas de educação/ensino
ASSOCIACAO POINT GE ESPORTES DE PRAIA,ASSOCIACAO POINT GE ESPORTES DE PRAIA,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,esporte e recreação
ASSOCIACAO BRASIL MIDIAS,NÃO INFORMADO,Associação Privada,2017,NÃO INFORMADO,NÃO INFORMADO,macuco,"associações patronais, profissionais e de produtores rurais",associações empresariais e patronais
